protocolo_s2i_d,nome_municipio,sigla_uf,regiao,data_registro,data_evento,cod_cobrade,tipologia,descricao_tipologia,grupo_de_desastre,cod_ibge_mun,setores_censitarios,status,dh_descricao,dh_mortos,dh_feridos,dh_enfermos,dh_desabrigados,dh_desalojados,dh_desaparecidos,dh_afetados_seca_estiagem,dh_total_danos_humanos_diretos,dh_outros_afetados,dm_descricao,dm_uni_habita_danificadas,dm_uni_habita_destruidas,dm_uni_habita_valor,dm_inst_saude_danificadas,dm_inst_saude_destruidas,dm_inst_saude_valor,dm_inst_ensino_danificadas,dm_inst_ensino_destruidas,dm_inst_ensino_valor,dm_inst_servicos_danificadas,dm_inst_servicos_destruidas,dm_inst_servicos_valor,dm_inst_comuni_danificadas,dm_inst_comuni_destruidas,dm_inst_comuni_valor,dm_obras_de_infra_danificadas,dm_obras_de_infra_destruidas,dm_obras_de_infra_valor,dm_total_danos_materiais,da_descricao,da_polui_cont_da_agua,da_polui_cont_do_ar,da_polui_cont_do_solo,da_dimi_exauri_hidrico,da_incendi_parques_ap_as_ap_ps,pepl_descricao,pepl_assis_med_e_emergen_r,pepl_abast_de_agua_pot_r,pepl_sist_de_esgotos_sanit_r,pepl_sis_limp_e_rec_lixo_r,pepl_sis_cont_pragas_r,pepl_distrib_energia_r,pepl_telecomunicacoes_r,pepl_tran_loc_reg_l_curso_r,pepl_distrib_combustiveis_r,pepl_seguranca_publica_r,pepl_ensino_r,pepl_total_publico,pepr_descricao,pepr_agricultura_r,pepr_pecuaria_r,pepr_industria_r,pepr_comercio_r,pepr_servicos_r,pepr_total_privado,pe_p_le_pr,ano,mes,mes_nome,categoria_evento
SC-F-4213500-12200-20160325,Porto Belo,SC,Sul,2016-03-27,2016-03-25,12200,2,Enxurradas,Hidrológico,4213500,NA,Registro,NA,0,0,0,0,23,0,0,23,200,Avenida Hironido Conceição dos Santos que foi fortemente castigada pelas chuvas. Identificado um item como danificado e um como destruído em razão de que a avenida Hironido em partes ficou intransitável (destruída) e em partes prejudicadas quanto ao tráfego de veículos e pessoas.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4345578.467241429,4345578.467241429,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,3695213.959808915,0,0,0,3695213.959808915,NA,0,0,0,0,0,0,3695213.959808915,2016,3,Mar,Enxurradas
SC-F-4208302-12300-20160325,Itapema,SC,Sul,2016-03-28,2016-03-25,12300,1,Alagamentos,Hidrológico,4208302,NA,Registro,NA,0,0,0,26,56,0,0,82,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,2016,3,Mar,Alagamentos
SC-F-4202453-12300-20160325,Bombinhas,SC,Sul,2016-03-25,2016-03-25,12300,1,Alagamentos,Hidrológico,4202453,NA,Registro,NA,0,0,0,0,0,0,0,0,0,"Duas residências ficaram inabitáveis, correndo risco de desabamento, outras 10 residências foram afetadas diretamente, 67 ruas do Município ficaram alagadas, ocorrendo destruição da pavimentação e infraestrutura.
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,180656.8076201428,632298.8266704998,903284.0381007139,216788.16914417135,0,0,812955.6342906425,0,0,361313.6152402856,3107297.091066456,NA,0,0,0,0,0,0,3107297.091066456,2016,3,Mar,Alagamentos
SC-F-4220000-12300-20160411,Balneário Rincão,SC,Sul,2016-05-04,2016-04-11,12300,1,Alagamentos,Hidrológico,4220000,NA,Registro,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,2016,4,Abr,Alagamentos
SC-F-4208203-12200-20160413,Itajaí,SC,Sul,2016-04-14,2016-04-13,12200,2,Enxurradas,Hidrológico,4208203,NA,Registro,NA,0,0,0,0,15,0,0,15,6500,"Prejuízos ocorridos na Escola Básica Ariribá, decorrentes do grande volume pluviométrico registrado em nosso município na data de 13/04/2016, quando o local sofreu alagamento tendo sido registrada a cota de inundação de 1,20m no interior do imóvel. Houve perda de móveis, equipamentos, materiais didáticos, eletrodomésticos e alimentos. Registro de Boletim de Ocorrência nº 00481-2016-07058 - 15/04/2016 - 13h27min.",0,0,0,0,0,0,1,0,81295.56342906425,0,0,0,0,0,0,0,0,0,81295.56342906425,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,2016,4,Abr,Enxurradas
SC-F-4202453-12200-20160413,Bombinhas,SC,Sul,2016-04-18,2016-04-13,12200,2,Enxurradas,Hidrológico,4202453,NA,Reconhecido,NA,0,3,0,6,1200,0,0,1209,4116,"300 residencias foram atingidas, sendo 5 destruídas: 2 bairro de Bombas (Rua Corrupião 520 e Rua Guaruba 135), José Amandio ( Tatu 577, Rua Foca 330) Centro (Rua Salema 100). A Policlinica situada na Av. Falcao, foi alagada os consultorios odontologicos e atendimentos especializados. A Unidade de Saude do Centro tambem ficou alagada. Foram 34 obras de infra estrutura danificadas, sendo uma ponte levada pelas aguas na Rua Elefante, Foram 24 ruas danificadas, a antiga SC 412 sofreu deslizamento ficando parte da pista destruída, restringindo o acesso ao Município, deslizamento no morro que dá acesso ao Bairro Mariscal, o calcadão da orla de Bombas, antigo Mirante. Deslizamento na Rua Peixe Donzela.",300,5,4155106.5752632837,2,0,517641.3705782237,0,0,0,0,0,0,0,0,0,34,0,4167714.613867094,8840462.5597086,NA,NA,NA,NA,NA,NA,NA,0,0,0,106452.02389016913,0,0,0,4639469.155309801,0,0,66530.48254226998,4812451.66174224,NA,0,0,0,161338595.27296844,1613386.3321089805,162951981.60507745,167764433.2668197,2016,4,Abr,Enxurradas
SC-F-4212502-12200-20160413,Penha,SC,Sul,2016-04-14,2016-04-13,12200,2,Enxurradas,Hidrológico,4212502,NA,Registro,NA,0,0,0,0,334,0,0,334,2736,"As unidades escolares e de saúde foram afetadas com maior gravidade na parte da cobertura, ocasionando estragos com infiltração e quebra parcial de telhados, pois o grande volume pluviométrico ocasionou tal situação.

As unidades habitacional, foram diretamente afetadas em especial na questão da invasão das águas nas residências, muitas delas tiveram prejuizos somente na parte do telhado, mas, a sua grande maioria perdeu seus móveis e utensílios domésticos além de roupa de cama mesa, banho e vestuário. Também ficaram com sérios prejuízos na questão de alimentação, onde a água subiu muito rápido e não houve tempo suficiente para retirar seus pertences.

As Obras de infra estrutura foram de grande montante financeiro comprometendo a capacidade de recuperação diante do cenário, deixando o poder público municipal vulnerável a tal situação. milhares de bocas de lobos assoreadas ou destruídas, centenas de ruas arrasadas pelo estrago, pavimentação asfaltica e de lajotas completamente danificadas.
1 pontilhão destruído na região que divide 2 bairros Santa Lídia para o Gravatá, sendo que os 2 bairros estão sem passagem de um para outro.

A Boca da Barra do Rio Iriri assoreou por completo, devido ao excesso de entulho, lixo e areia vindo parar ali, acabando com praticamente a   questão dos pescadores sairem para buscar seus sustentos, os maricultores também, são mais de 450 famílias que dependem direta e indiretamente da pesca nesta região.",5,0,0,2,0,0,0,0,0,0,0,0,3,0,0,658,2,7004064.431432935,7004064.431432935,NA,NA,NA,NA,NA,NA,NA,162591.1268581285,84908.69958146711,2402735.541347899,867152.6765766854,28905.089219222846,140912.30994371136,83102.13150526567,3427059.6405541087,9032.84038100714,16259.11268581285,50583.906133639975,7273243.074786948,NA,307116.5729542427,222207.87337277562,1716239.6723913564,2890508.9219222846,6322988.266704997,11459061.307345657,18732304.382132605,2016,4,Abr,Enxurradas
SC-F-4208302-12300-20160413,Itapema,SC,Sul,2016-04-13,2016-04-13,12300,1,Alagamentos,Hidrológico,4208302,NA,Registro,NA,0,0,0,0,0,0,0,0,0,"Duas Pontes foram danificadas e uma ponte foi destruída.
A ponte da Rua 115/129-E, Conforme Relatório da constatação.
A ponte da Av. Nereu Ramos foi danificada.
O pontilhão da Rua: 1.204 com 1.204A¹, foi danificada a passagem provisória que havia no lugar da ponte destruída anteriormente.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,451642.01905035693,451642.01905035693,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,2016,4,Abr,Alagamentos
SC-F-4208203-11321-20161025,Itajaí,SC,Sul,2016-11-22,2016-10-25,11321,8,Movimento de Massa,Hidrológico,4208203,NA,Registro,NA,0,0,0,0,0,0,0,0,25,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,2016,10,Out,Movimento de Massa
SC-F-4202453-12300-20161026,Bombinhas,SC,Sul,2016-11-04,2016-10-26,12300,1,Alagamentos,Hidrológico,4202453,NA,Registro,NA,0,0,0,0,0,0,0,0,0,"Dez unidades residencias foram atingidas, onde ocorreu alagamentos, com perda de móveis e eletrodomésticos, tendo por consequência o desalojamento de 25 pessoas encaminhadas à Unidade Escolar Pequeno Príncipe e CRAS. Ruas danificadas Rua Capivara, Tatu, Bairro Jose Amandio Beija Flor em Bombas.",10,0,506895.9036609776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106368.92175866387,613264.8254196414,NA,NA,NA,NA,NA,NA,NA,0,0,0,231240.71375378277,0,0,0,0,0,0,0,231240.71375378277,NA,0,0,0,0,0,0,231240.71375378277,2016,10,Out,Alagamentos
SC-F-4209102-12200-20161116,Joinville,SC,Sul,2016-11-17,2016-11-16,12200,2,Enxurradas,Hidrológico,4209102,NA,Registro,NA,0,0,0,0,0,0,0,0,0,"Dois pontilhões em madeira danificados, sendo um na estrada Rio do Julio e outro na estrada Quiriri. Estrada Quiriri, que atualmente está em obras, foi parcialmente danificada em virtude das fortes chuvas.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,216788.16914417135,216788.16914417135,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,216788.16914417135,0,0,0,216788.16914417135,NA,0,0,0,0,0,0,216788.16914417135,2016,11,Nov,Enxurradas
SC-F-4209409-12300-20161229,Laguna,SC,Sul,2017-01-06,2016-12-29,12300,1,Alagamentos,Hidrológico,4209409,NA,Reconhecido,NA,0,0,0,0,10,0,0,10,30,"Hospital de Laguna Senhor Bom Jesus dos Passos.
Materiais:
Microcomputador (4 unidades)
Nobreak 1.200 VA (1 unidade)
Estabilizador 500 VA (5 unidades)
Monitor 15.6"" (1 unidade)
Teclado (2 unidades)
Mouses (3 unidades)
Ventilador de pé (2 unidades)
Mobília completa sob medida em MDF (2 unidades)
Escrivaninha (6 unidades)
Cadeira giratória com rodinhas (3 unidades)
Arquivo de MDF (1 unidade)
Porta de madeira maciça (3 unidades)
Armário com três divisões e duas gavetas (2 unidades)
Mesa (2 unidades)
Mesa de computador com três gavetas (1 unidade)
Estante com quatro portas e vinte e quatro prateleiras (1 unidade)
Balcão com três prateleiras (2 unidades)
Guarda-roupa de seis portas (1 unidade)
Geladeira (1 unidade)
Requi (1 unidade)
Portão do estacionamento (1 unidade)
Conserto dos elevadores (2 unidades)

Orçamento de obras de infraestrutura pública em anexo, corresponde às obras que deverão ser efetuadas nas Rua Júlia Nascimento, Morro da Glória sentido Carioca e sentido Mar Grosso; Rua Tenente Bessa e Santo Antônio, Centro; Rua Raulino Horn, Centro; Avenida Colombo Machado Salles, Centro; Rua do Hospital; Rua Raul Ferreira, Centro; Rua Osvaldo Cabral, Centro; Rua Osvaldo Aranha, Centro; Rua Voluntário Benevides, Centro e Mar Grosso; Rua Hilarião Pacheco, Mar Grosso; Rua Costa Carneiro, Morro do Iró; Avenida Maurílio Kfouri, beira mar, Mar Grosso; Rua Acyolli de Brito; Rua Aderso Pinho Remor, Mar Grosso; Rua Rodolfo Gomes, Mar Grosso; Rua Eduardo Silva, Mar Grosso; Rua José Calazans, Mar Grosso; Rua Mussi Dib Mussi, Mar Grosso; Rua Cândido Souza, Navegantes; Travessa Zeferino de Castro; Rua João Henrique; Estrada Geral da Figueira, Distrito do Ribeirão.",0,0,0,1,0,397932.7501448885,0,0,0,0,0,0,0,0,0,2,2,3785097.947872241,4183030.698017129,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,3785097.947872241,0,0,0,3785097.947872241,NA,0,0,0,0,0,0,3785097.947872241,2016,12,Dez,Alagamentos
SC-F-4202073-12200-20161229,Balneário Gaivota,SC,Sul,2017-01-03,2016-12-29,12200,2,Enxurradas,Hidrológico,4202073,NA,Registro,NA,0,0,0,0,0,0,0,0,0,"1- Instalações Públicas prestadora de outros serviços

1.1 ¿ Uma (01) Sala administrativa na Prefeitura de Balneário Gaivota (Anexo VII Relatório Fotográfico)
Devido a constante chuva e em virtude de ser em um horário que não havia servidores no local, notou-se pela manhã do dia seguinte que surgiram goteiras na cobertura do prédio.
Tais infiltrações danificaram alguns equipamentos, sendo três computadores e uma impressora de cheque. (Conforme Anexo Relatório Fotográfico VII)

2 - Instalação publica de uso comunitário:

2.1 ¿ Uma (01) Passarela de acesso a faixa de areia danificada (anexo VI Relatório Fotográfico)
Este ponto é em decorrência de outro ponto prejudicado que também consta no relatório. Trata de uma parte da Passarela de acesso a faixa de areia. Aqui em nosso município temo um acordo com o Ministério Público, um Termo de Ajusta de Conduta (TAC) que busca a preservação das dunas, por isto a instalação de Passarelas para acesso dos banhistas a faixa de praia e mar. 
Como houve danificação da tubulação e galerias de drenagem na Avenida Beira, o rompimento com as fortes águas carregou parte de uma passarela, havendo necessidade de reparos e adequação em cumprimento ao acordo que temos com o MP e para acesso dos banhistas na alta temporada. (Conforme Anexo Relatório Fotográfico VI)

3 - Obra de infraestrutura pública:

3.1 - Danificadas

3.1.1 ¿ Via pública em área urbana (5ª Avenida ¿ Jardim Ultramar). Devido a intensidade do escoamento das águas, parte da via pública cedeu bem no cruzamento da avenida. Sendo necessário a reparação com aterros no local. (Conforme anexo II) 

3.1.2 ¿ Via Publica em área urbana (Avenida Beira Mar próximo a 5º Avenida ¿ Jardim Ultramar). Vazão dos drenos não suportou, estourando na parte que deságua no mar ocasionando desassoreamento em parte da via. (Conforme anexo do Relatório Fotográfico III).

3.1.3 ¿ Via Pública em área urbana (Avenida Beira Mar próximo a 7ª Avenida ¿ Jardim Ultramar). Vazão dos drenos não suportou, estourando na parte que deságua no mar ocasionando desassoreamento em parte da via. (Conforme anexo do Relatório Fotográfico IV).

3.1.4 ¿ Via pública em área urbana (Cruzamento da 4ª Avenida com a Rua D ¿ Jardim Ultramar).  Tubulação que passa ao centro da avenida não suportou a vazão, ocasionando desassoreamento na via que é de pavimentação asfáltica junto com os meio fio. (Conforme Anexo do Relatório Fotográfico V)

3.2 ¿ Destruídas

	3.2.1 ¿ Via pública em área urbana (Avenida Beira Mar próximo a Terceira Avenida ¿ Itapuã) Vazão nos drenos foi maior que o suportável, rompendo a tubulação causando desassoreamento na via pública que é de pavimentação asfáltica. Também destruiu as calçadas de passeio, rede de energia CELESC (Centrais Elétricas de Santa Catarina) derrubando um poste e tubulação de água do SAMAE (Sistema Autônomo Municipal de Água e Esgoto).
",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,1,67916.12025671647,67916.12025671647,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,2016,12,Dez,Enxurradas
SC-F-4202305-12200-20161231,Biguaçu,SC,Sul,2017-01-17,2016-12-31,12200,2,Enxurradas,Hidrológico,4202305,NA,Registro,NA,0,0,0,0,0,0,0,0,0,"Foram destruídas com a força das águas duas pontes de concreto com as seguintes coordenadas geográficas: Ponte 001: 27°22'47.24""S e 48°43'50.04""O - Ponte 002: 27°22'48.21""S e 48°43""54.56""O",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,216788.16914417135,216788.16914417135,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,216788.16914417135,0,0,0,216788.16914417135,NA,0,0,0,0,0,0,216788.16914417135,2016,12,Dez,Enxurradas
SC-F-4212502-11321-20170101,Penha,SC,Sul,2017-02-02,2017-01-01,11321,8,Movimento de Massa,Hidrológico,4212502,NA,Registro,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,2017,1,Jan,Movimento de Massa
SC-F-4205803-12200-20170102,Garuva,SC,Sul,2017-01-05,2017-01-02,12200,2,Enxurradas,Hidrológico,4205803,NA,Registro,NA,0,0,0,0,0,0,0,0,0,"Cabeiceiras dos pontilões no bairro Quiriri de baixo (02), estrada vicinais e sistema de drenagem no bairro Quiriri de Cima, estradas vicinais no bairro Garuva Acima e bairro Três barras e bairro Urubuquara.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,272124.14045152586,272124.14045152586,NA,NA,NA,NA,NA,NA,NA,0,0,0,2721.2414045152586,0,0,0,0,0,0,0,2721.2414045152586,NA,0,0,0,0,0,0,2721.2414045152586,2017,1,Jan,Enxurradas
SC-F-4208807-13214-20170104,Jaguaruna,SC,Sul,2017-01-19,2017-01-04,13214,13,Chuvas Intensas,Hidrológico,4208807,NA,Registro,NA,0,0,0,0,4,0,0,4,0,"Estradas de acessos à bairros, localidades e balneários: Estrada Geral Morro da Cruz, Estrada Geral Boa Vista, Estrada Geral Porto Vieira, Estrada Geral Costa da Lagoa, Estrada Geral Sanga Grande, Estrada Geral Morro Azul, Estrada Geral Pontão, Estrada Geral Morro Bonito, Estrada Geral Jaboticabeira, Estrada Geral Riacho dos Franciscos, Estrada Geral Laranjal, Estrada Geral Arroio Corrente, Estrada Geral Poços, Estrada Geral Olho D'água, Estrada Geral Arroio da Cruz.
Diversas ruas vicinais/internas dos Balneários: Arroio Corrente, Camacho, Garopaba do Sul, Campo Bom, Dunas do Sul, Paraíso, Cascata Vermelha, Copa 70, Janaína, Esplanada, Torneiro, Figueirinha.",1,0,18141.60936343506,1,0,27212.41404515259,0,0,0,0,0,0,0,0,0,35,1,1269912.6554404541,1315266.6788490417,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,217699.3123612207,181416.09363435057,0,181416.09363435057,362832.18726870115,943363.686898623,943363.686898623,2017,1,Jan,Chuvas Intensas
SC-F-4215653-12200-20170110,Santa Rosa do Sul,SC,Sul,2017-01-19,2017-01-10,12200,2,Enxurradas,Hidrológico,4215653,NA,Registro,NA,0,0,0,0,0,0,0,0,500,Destruição da Ponte do Cantão da Peroba e danificação dos tubos de escoamento.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,362832.18726870115,362832.18726870115,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,9731.159262546566,0,0,0,9731.159262546566,NA,0,0,0,0,0,0,9731.159262546566,2017,1,Jan,Enxurradas
SC-F-4209102-12100-20170126,Joinville,SC,Sul,2017-01-31,2017-01-26,12100,7,Inundações,Hidrológico,4209102,NA,Registro,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,2017,1,Jan,Inundações
SC-F-4209102-13214-20170130,Joinville,SC,Sul,2017-02-01,2017-01-30,13214,13,Chuvas Intensas,Hidrológico,4209102,NA,Reconhecido,NA,0,0,0,5,120,0,0,125,94000,"Quatro casas destruídas em função de deslizamentos de terra, comprometendo definitivamente a estrutura das residências. As casas estão localizadas nas ruas Rancho Bom e Ortílio Leandro dos Santos no bairro Petrópolis, na rua André Correa no bairro Jarivatuba, e Rua Jasmim no bairro Santa Catarina. De acordo com levantamento em campo e ferramentas de geoprocessamento o número de domicílios atingidos é de 32080. A população atingida por inundação registrou perda de móveis (sofás, armários, camas) eletrodomésticos (geladeira, televisores, fogão), automóveis, danos na estrutura da casa (pintura, piso, fiação elétrica). Estes danos estão associados às áreas afetadas por inundação, descritas no item 4 do presente documento. 120 imóveis foram danificados devido a ocorrências de deslizamentos de terra que ocasionaram a queda de muros de contenção e de divisa e ainda comprometeram a estrutura das edificações quebrando paredes e pilares. Estes danos estão associados às áreas afetadas por deslizamentos, descritas no item 4 do presente documento. A Maternidade Darci Vargas apresentou danos na cobertura de suas instalações. Já no hospital São José, parte do necrotério foi afetado, causando danos em material de expediente. Os danos gerados na infraestrutura pública, se caracterizam por danos ao sistema viário, tanto nas vias inundadas como em virtude do carreamento de materiais das vias em morros. Também são caracterizados pelo comprometimento do sistema de águas pluviais (micro e macro drenagem) que apresentam-se colapsados pelo entupimento devido a grande quantidade de material depositado pela ação das águas e também por danos em pontilhões, galerias e muros das margens que desabaram total e/ou parcialmente sobre o sistema de macrodrenagem.",33100,4,300243634.9648502,2,0,2539825.3108809083,0,0,0,0,0,0,0,0,0,515,0,35991138.816118814,338774599.0918499,NA,NA,NA,NA,NA,NA,NA,2539825.3108809083,51094.028611178495,17794121.34936595,1632744.8427091553,0,0,0,18224117.40281996,0,0,0,40241902.934387155,NA,0,0,0,63350499.89711522,63350499.89711522,126700999.79423045,166942902.7286176,2017,1,Jan,Chuvas Intensas
SC-F-4205407-12200-20170131,Florianópolis,SC,Sul,2017-02-07,2017-01-31,12200,2,Enxurradas,Hidrológico,4205407,NA,Registro,NA,1,1,0,0,550,0,0,552,10000,residencias danificadas pelos alagamentos e 2 destruidas.,137,2,163274.48427091553,0,0,0,0,0,0,0,0,0,0,0,0,0,3,876239.7322539133,1039514.2165248288,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,2017,1,Jan,Enxurradas
SC-F-4202107-12200-20170131,Barra Velha,SC,Sul,2017-01-31,2017-01-31,12200,2,Enxurradas,Hidrológico,4202107,NA,Registro,NA,0,0,0,0,30,0,0,30,0,"A pequena ponte sobre o Rio Itinga, na Rua Alfredo Bento de Borba, localizada no bairro Sertãozinho. Ponte está que liga a comunidade deste bairro aos serviços públicos municipais tais como escola e posto de saúde. O rio sitado abastece a ETA- Estação de Tratamento de Água da CASAN e está dificultando o acesso da água do rio para tratamento e distribuição a população da cidade de Barra Velha e São João do Itaperiu.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,108849.65618061036,108849.65618061036,NA,NA,NA,NA,NA,NA,NA,0,9070.80468171753,0,90708.04681717529,0,0,0,0,0,0,0,99778.85149889282,NA,0,0,0,0,0,0,99778.85149889282,2017,1,Jan,Enxurradas
SC-F-4212502-12300-20170131,Penha,SC,Sul,2017-02-01,2017-01-31,12300,1,Alagamentos,Hidrológico,4212502,NA,Registro,NA,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,2017,1,Jan,Alagamentos
SC-F-4205803-12200-20170211,Garuva,SC,Sul,2017-02-12,2017-02-11,12200,2,Enxurradas,Hidrológico,4205803,NA,Registro,NA,0,1,0,0,5,0,0,6,121,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,2017,2,Fev,Enxurradas
